SYMBOL	logFC	logCPM	PValue	FDR	test	gene_chr	HGNC.ID	Approved.Symbol	Approved.Name	Status	Previous.Symbols	Synonyms	Chromosome	Accession.Numbers	Entrez.Gene.ID	RefSeq.IDs	Duplicated	hgnc.chr
STARD8	0.520653296943578	4.34262158711291	3.68307266411742e-06	1.7914083510793e-05	1	chrX	HGNC:19161	STARD8	StAR related lipid transfer domain containing 8	Approved		KIAA0189, ARHGAP38	Xq13.1	D80011	9754	NM_014725	FALSE	chrX
STARD9	-0.142857838234628	3.13156889579377	0.434950908404235	0.564506987733594	0	chr15	HGNC:19162	STARD9	StAR related lipid transfer domain containing 9	Approved		KIAA1300, KIF16A	15q15.2	AB037721	57519		FALSE	chr15
STAT1	-0.0658822143419775	7.11805946697308	0.186532153596649	0.289053469644849	0	chr2	HGNC:11362	STAT1	signal transducer and activator of transcription 1	Approved		STAT91, ISGF-3	2q32.2		6772	NM_007315	FALSE	chr2
STAT2	-0.163327881381545	4.16927867744525	0.142478549879114	0.232358601477404	0	chr12	HGNC:11363	STAT2	signal transducer and activator of transcription 2	Approved		STAT113	12q13.2	BC051284	6773	NM_005419	FALSE	chr12
STAT3	0.295814875274501	6.976490481437	1.40053606234287e-08	9.34520872561208e-08	1	chr17	HGNC:11364	STAT3	signal transducer and activator of transcription 3	Approved		APRF	17q21.2	BC014482	6774	NM_139276, NM_003150	FALSE	chr17
STAT4	-1.56237588987137	3.33072073853124	3.52679531699973e-19	5.64552756013583e-18	-1	chr2	HGNC:11365	STAT4	signal transducer and activator of transcription 4	Approved			2q32.2-q32.3		6775	NM_003151	FALSE	chr2
STAT5B	0.237800522486152	5.21901658399325	0.00590300311521461	0.0154864309570035	1	chr17	HGNC:11367	STAT5B	signal transducer and activator of transcription 5B	Approved			17q21.2	BC065227	6777	NM_012448	FALSE	chr17
STAT6	-0.274956332111025	6.15539294477361	1.43669625018133e-05	6.39545385897186e-05	-1	chr12	HGNC:11368	STAT6	signal transducer and activator of transcription 6	Approved		D12S1644, IL-4-STAT	12q13	BC005823, BQ028928	6778	NM_003153	FALSE	chr12
STAU1	0.0164074488863444	7.78956148723228	0.726124478667916	0.822069047727862	0	chr20	HGNC:11370	STAU1	staufen double-stranded RNA binding protein 1	Approved	STAU	PPP1R150	20q13.13		6780	NM_017453	FALSE	chr20
STAU2	-0.0254196173802609	5.97344427377434	0.740640981738545	0.833180287895279	0	chr8	HGNC:11371	STAU2	staufen double-stranded RNA binding protein 2	Approved		39K2	8q21.11	Y19062	27067	NM_001164380	FALSE	chr8
STC1	1.69274685742834	2.05747142880362	1.86820448218005e-09	1.37374943998e-08	1	chr8	HGNC:11373	STC1	stanniocalcin 1	Approved	STC		8p21.2		6781		FALSE	chr8
STC2	0.813809070959663	6.50088688825536	1.38061070728068e-41	5.45794028292592e-40	1	chr5	HGNC:11374	STC2	stanniocalcin 2	Approved		STC-2	5q35.2	AB012664	8614	NM_003714	FALSE	chr5
STEAP1	0.122043155885783	3.4788734578377	0.466981793148121	0.595715800118361	0	chr7	HGNC:11378	STEAP1	STEAP family member 1	Approved	STEAP	PRSS24	7q21.13	AF186249	26872	NM_012449	FALSE	chr7
STEAP2	-0.138707302178947	4.73638643466138	0.142233017230431	0.2320768427965	0	chr7	HGNC:17885	STEAP2	STEAP2 metalloreductase	Approved	PCANAP1	IPCA-1, STAMP1, STMP	7q21.13	AF455138	261729	NM_152999	FALSE	chr7
STEAP3	0.555791507323977	5.5707306255681	2.17643367732208e-12	2.12610573164434e-11	1	chr2	HGNC:24592	STEAP3	STEAP3 metalloreductase	Approved		TSAP6, dudlin-2, STMP3	2q14.2	AY029585	55240	NM_018234	FALSE	chr2
STIL	0.0722165174799251	6.35785066265169	0.244105157720181	0.358955002558099	0	chr1	HGNC:10879	STIL	STIL, centriolar assembly protein	Approved	SIL	MCPH7	1p33	M74558	6491	NM_003035	FALSE	chr1
STIM1	-0.333102905173297	5.82457258649889	2.72484621819675e-06	1.35477739874334e-05	-1	chr11	HGNC:11386	STIM1	stromal interaction molecule 1	Approved		GOK, D11S4896E	11p15.4	BC021300, U52426	6786	NM_003156	FALSE	chr11
STIM2	-0.0121364293339158	4.57813967100911	0.922632008981204	0.965384988975822	0	chr4	HGNC:19205	STIM2	stromal interaction molecule 2	Approved			4p15.2	AB040915	57620	NM_020860	FALSE	chr4
STIP1	-0.157497542842845	9.07539849745612	2.78374187583657e-05	0.000117462883055634	-1	chr11	HGNC:11387	STIP1	stress induced phosphoprotein 1	Approved		HOP, STI1	11q13.1	BC039299	10963	NM_006819	FALSE	chr11
STK10	0.373090000947141	5.31646029747022	1.00178849500916e-05	4.56499658690187e-05	1	chr5	HGNC:11388	STK10	serine/threonine kinase 10	Approved		LOK, PRO2729	5q35.1	AB015718	6793	NM_005990	FALSE	chr5
STK11	0.23047799027481	5.76564841679026	0.00134141065756549	0.00409625145717569	1	chr19	HGNC:11389	STK11	serine/threonine kinase 11	Approved		PJS, LKB1	19p13.3	U63333	6794	NM_000455	FALSE	chr19
STK11IP	-0.085934953561635	4.47125816037799	0.445937566303806	0.574964271945827	0	chr2	HGNC:19184	STK11IP	serine/threonine kinase 11 interacting protein	Approved		LIP1, KIAA1898, LKB1IP, STK11IP1	2q35	AF450267	114790	NM_052902	FALSE	chr2
STK16	0.442939348014088	3.97650975756142	0.00036314851204616	0.00125488860148562	1	chr2	HGNC:11394	STK16	serine/threonine kinase 16	Approved		PKL12, MPSK	2q35	AF060798	8576		FALSE	chr2
STK17A	0.260730760883879	4.99604776934919	0.00548112709886606	0.014526011534552	1	chr7	HGNC:11395	STK17A	serine/threonine kinase 17a	Approved		DRAK1	7p13	AB011420	9263	NM_004760	FALSE	chr7
STK17B	0.302239117912972	6.01728370831145	1.28220807949315e-05	5.75595027381196e-05	1	chr2	HGNC:11396	STK17B	serine/threonine kinase 17b	Approved		DRAK2	2q32.3	AB011421	9262		FALSE	chr2
STK19	-0.1250868318946	2.05074615721608	0.728770070437609	0.823967436958793	0	chr6	HGNC:11398	STK19	serine/threonine kinase 19	Approved		D6S60, G11, RP1	6p21.33	X77474	8859		FALSE	chr6
STK24	0.181901429496315	6.74552604675938	0.00133259535222183	0.00407508425303118	1	chr13	HGNC:11403	STK24	serine/threonine kinase 24	Approved		MST-3, MST3, MST3B, STK3, STE20	13q32.2	AF024636	8428	NM_003576	FALSE	chr13
STK25	0.345826048152323	5.81189000612267	3.52827926674861e-06	1.72005299523037e-05	1	chr2	HGNC:11404	STK25	serine/threonine kinase 25	Approved		SOK1, YSK1	2q37.3	D63780	10494	NM_006374	FALSE	chr2
STK26	-0.103772157107805	5.75491633409303	0.159579651956504	0.255479633537593	0	chrX	HGNC:18174	STK26	serine/threonine kinase 26	Approved		MST4, MASK	Xq26.2	AB040057	51765	NM_016542	FALSE	chrX
STK3	0.0594917603177227	5.51791977649219	0.521525712315487	0.647113892017213	0	chr8	HGNC:11406	STK3	serine/threonine kinase 3	Approved		MST2, KRS1	8q22.2	BC010640	6788	NM_006281	TRUE	chr8
STK3	0.0594917603177227	5.51791977649219	0.521525712315487	0.647113892017213	0	chr8	HGNC:11403	STK24	serine/threonine kinase 24	Approved		MST-3, MST3, MST3B, STK3, STE20	13q32.2	AF024636	8428	NM_003576	TRUE	chr13
STK32B	-0.508099308073939	5.44142532209898	2.71159257745751e-09	1.94898580863115e-08	-1	chr4	HGNC:14217	STK32B	serine/threonine kinase 32B	Approved		STKG6, YANK2, STK32, HSA250839	4p16.2	AJ250839	55351	NM_018401	FALSE	chr4
STK32C	0.341983405589499	4.10958540590608	0.00556119224838303	0.0147137475538927	1	chr10	HGNC:21332	STK32C	serine/threonine kinase 32C	Approved		PKE, MGC23665, YANK3	10q26.3	AK057849	282974	NM_173575	FALSE	chr10
STK35	0.230448578869939	6.45357252299939	9.50475061293931e-05	0.000367125668543384	1	chr20	HGNC:16254	STK35	serine/threonine kinase 35	Approved		bA550O8.2, CLIK1	20p13	AL359916	140901	NM_080836	FALSE	chr20
STK36	-0.415817049475263	3.57237364519188	0.00551851038033245	0.0146068787203903	-1	chr2	HGNC:17209	STK36	serine/threonine kinase 36	Approved		KIAA1278, FU	2q35	AB033104	27148		FALSE	chr2
STK38	-0.42933792099187	5.25009798114562	4.73661754203765e-07	2.61148515995317e-06	-1	chr6	HGNC:17847	STK38	serine/threonine kinase 38	Approved		NDR	6p21.31		11329	NM_007271	FALSE	chr6
STK38L	0.0634536975269114	5.4895493779579	0.463522575582638	0.592369129448392	0	chr12	HGNC:17848	STK38L	serine/threonine kinase 38 like	Approved		KIAA0965, NDR2	12p11.23	AB023182	23012	NM_015000	FALSE	chr12
STK39	1.61569867840252	4.82491265492696	6.62687906133113e-46	2.94584400921472e-44	1	chr2	HGNC:17717	STK39	serine/threonine kinase 39	Approved		DCHT, SPAK	2q24.3	AF099989	27347	NM_013233	FALSE	chr2
STK4	-0.759099119814173	6.66251851021364	6.87751898565884e-39	2.51413716959987e-37	-1	chr20	HGNC:11408	STK4	serine/threonine kinase 4	Approved		MST1, KRS2, YSK3	20q13.12		6789	NM_006282	FALSE	chr20
STK40	-0.418309144231487	4.78758429252339	1.5836787816639e-05	6.99362197870127e-05	-1	chr1	HGNC:21373	STK40	serine/threonine kinase 40	Approved		MGC4796, SgK495	1p34.3	BC008344	83931	NM_032017	FALSE	chr1
STMN1	0.353391811367465	7.78316664895275	2.00279605802902e-16	2.73279915597158e-15	1	chr1	HGNC:6510	STMN1	stathmin 1	Approved	LAP18, C1orf215	SMN, OP18, PR22, PP19, PP17, Lag, FLJ32206	1p36.11	J04991	3925	NM_005563	FALSE	chr1
STOM	-0.0630314322241139	7.3670858580465	0.173079203799596	0.272812513228966	0	chr9	HGNC:3383	STOM	stomatin	Approved	EPB7, EPB72	BND7	9q33.2		2040	NM_004099	FALSE	chr9
STOML1	-0.166333486474345	1.78935182496817	0.646081169303829	0.756419524454276	0	chr15	HGNC:14560	STOML1	stomatin like 1	Approved		hUNC-24, SLP-1, STORP, FLJ36370	15q24.1	Y16522	9399	NM_004809	FALSE	chr15
STOML2	0.0904495139698655	7.28306395774146	0.0536720144966223	0.103749630446653	0	chr9	HGNC:14559	STOML2	stomatin like 2	Approved		SLP-2, HSPC108	9p13.3	AF190167	30968	NM_013442	FALSE	chr9
STON2	-0.581825751431755	6.15331927253847	3.76243805220206e-21	6.75122147257298e-20	-1	chr14	HGNC:30652	STON2	stonin 2	Approved		STNB2, STN2	14q31.1	AB208948	85439	NM_033104	FALSE	chr14
STOX1	-0.647673634047079	2.9191326728481	0.000495529126545548	0.00167115003871745	-1	chr10	HGNC:23508	STOX1	storkhead box 1	Approved	C10orf24	FLJ25162	10q22.1	AK057891	219736	NM_152709	FALSE	chr10
STOX2	0.191129011068563	3.47117882561775	0.27478811748302	0.394880243618875	0	chr4	HGNC:25450	STOX2	storkhead box 2	Approved		DKFZp762K222	4q35.1	AB037813	56977	NM_020225	FALSE	chr4
STPG1	0.00594748472597538	3.43136716170867	1	1	0	chr1	HGNC:28070	STPG1	sperm tail PG-rich repeat containing 1	Approved	C1orf201	FLJ33340, MAPO2	1p36.11	BC047705	90529	NM_178122	FALSE	chr1
STRA13	-0.0548782178582064	5.2900030722456	0.56378267609619	0.685545118341135	0	chr17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chrNA
STRA6	-0.00717555377123434	3.25607752058923	1	1	0	chr15	HGNC:30650	STRA6	stimulated by retinoic acid 6	Approved		FLJ12541	15q24.1	AF352728	64220		FALSE	chr15
STRADA	0.0984453015810567	4.60309716814245	0.392497588589293	0.52085336334743	0	chr17	HGNC:30172	STRADA	STE20-related kinase adaptor alpha	Approved		NY-BR-96, LYK5, Stlk, STRAD	17q23.3	AF308302	92335		FALSE	chr17
STRADB	0.271387003644119	5.2662221629875	0.000861136248016499	0.00275693256014918	1	chr2	HGNC:13205	STRADB	STE20-related kinase adaptor beta	Approved	ALS2CR2	CALS-21, PAPK, ILPIPA, ILPIP	2q33.1	AB038950	55437	NM_018571	FALSE	chr2
STRAP	0.110836499857969	8.5756518269425	0.00509891658288088	0.0136081632153984	1	chr12	HGNC:30796	STRAP	serine/threonine kinase receptor associated protein	Approved		UNRIP, pt-wd, MAWD	12p12.3	AB024327	11171	NM_007178	TRUE	chr12
STRAP	0.110836499857969	8.5756518269425	0.00509891658288088	0.0136081632153984	1	chr12	HGNC:26333	SRFBP1	serum response factor binding protein 1	Approved		FLJ25286, p49, STRAP, BUD22, Rlb1	5q23.1	AK058015	153443	NM_152546	TRUE	chr5
STRBP	0.125211772114112	5.94961273719884	0.0669108091645989	0.125113308415939	0	chr9	HGNC:16462	STRBP	spermatid perinuclear RNA binding protein	Approved	ILF3L	FLJ11307, SPNR	9q33.1-q33.3	AK002169	NA		FALSE	chr9
STRIP1	-0.13476024538345	4.75565596343687	0.196492063357789	0.301593568854508	0	chr1	HGNC:25916	STRIP1	striatin interacting protein 1	Approved	FAM40A	FLJ14743, KIAA1761, FAR11A	1p13.3	AK027649	85369	NM_033088	FALSE	chr1
STRIP2	-0.058452566760009	2.85780545139716	0.827265542496721	0.898202005974722	0	chr7	HGNC:22209	STRIP2	striatin interacting protein 2	Approved	FAM40B	KIAA1170, FAR11B	7q32.1	AB032996	57464	NM_001134336	FALSE	chr7
STRN	-0.279937364711178	6.8310556811842	2.74096039885685e-07	1.5660175892797e-06	-1	chr2	HGNC:11424	STRN	striatin	Approved		PPP2R6A, STRN1	2p22.2	AJ223814	6801		FALSE	chr2
STRN3	-0.112382607486791	6.587071495008	0.0639769314431829	0.120528306460739	0	chr14	HGNC:15720	STRN3	striatin 3	Approved		SG2NA, PPP2R6B, S/G2NA	14q12		29966	NM_014574	FALSE	chr14
STRN4	-0.0492584201935671	6.61190876617038	0.41739838082142	0.546384453842744	0	chr19	HGNC:15721	STRN4	striatin 4	Approved		ZIN, PPP2R6C	19q13.32	AF212940	29888		FALSE	chr19
STT3A	-0.0788542201476292	7.72071152917214	0.0762111228550788	0.139278256035682	0	chr11	HGNC:6172	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	Approved	ITM1	TMC, MGC9042, STT3-A	11q24.2	BC020965	3703	NM_152713	FALSE	chr11
STT3B	-0.139983545816115	8.01506735822444	0.00133542011615734	0.00408109600653186	-1	chr3	HGNC:30611	STT3B	STT3B, catalytic subunit of the oligosaccharyltransferase complex	Approved		SIMP, FLJ90106, STT3-B	3p23	AK027789	201595	NM_178862	FALSE	chr3
STUB1	-0.39620043009661	5.74698854179174	5.86804348386246e-07	3.19660541277187e-06	-1	chr16	HGNC:11427	STUB1	STIP1 homology and U-box containing protein 1	Approved		UBOX1, CHIP, SDCCAG7, HSPABP2, NY-CO-7	16p13.3	AF039689	10273	NM_005861	FALSE	chr16
STX10	0.494083564306737	4.61419180350137	2.78520148524221e-06	1.38155523128772e-05	1	chr19	HGNC:11428	STX10	syntaxin 10	Approved		hsyn10, SYN10	19p13.13	AF035531	8677	NM_003765	FALSE	chr19
STX11	-0.0628709678414272	1.36409798432417	0.905715039369092	0.952841797004278	0	chr6	HGNC:11429	STX11	syntaxin 11	Approved			6q24.2	AF044309	8676		FALSE	chr6
STX12	-0.964132722025284	4.88419853905745	2.66830881871005e-20	4.60030863636524e-19	-1	chr1	HGNC:11430	STX12	syntaxin 12	Approved		STX13, STX14	1p35.3	BC046999	23673	NM_177424	FALSE	chr1
STX16	-0.2547958790131	5.07292097744471	0.00376483007724782	0.0103754813090875	-1	chr20	HGNC:11431	STX16	syntaxin 16	Approved		hsyn16, SYN16	20q13.32	AF038897	8675	NM_001001433	FALSE	chr20
STX17	0.175095312908503	5.66314965824941	0.0204973402870465	0.0456538176295634	1	chr9	HGNC:11432	STX17	syntaxin 17	Approved		FLJ20651	9q31.1	AL834371	55014	NM_017919	FALSE	chr9
STX18	0.130318111483136	4.85433310201022	0.197696268477093	0.303007943056669	0	chr4	HGNC:15942	STX18	syntaxin 18	Approved		Ufe1	4p16.3-p16.2	AB028741	53407		FALSE	chr4
STX18-AS1	-0.43198620510159	0.713595822945672	0.331454077550712	0.45755151713828	0	chr4	HGNC:48877	STX18-AS1	STX18 antisense RNA 1 (head to head)	Approved		LOC100507266	4p16.2		100507266		FALSE	chr4
STX1A	-0.258566116228916	3.67808887591774	0.098367359790174	0.171749114028061	0	chr7	HGNC:11433	STX1A	syntaxin 1A	Approved	STX1	HPC-1, p35-1	7q11.23		6804	NM_004603	FALSE	chr7
STX1B	-0.00698417835214633	1.58384589319987	1	1	0	chr16	HGNC:18539	STX1B	syntaxin 1B	Approved	STX1B1, STX1B2		16p11.2	AY028792	112755		FALSE	chr16
STX2	0.0766933448878818	5.88154927628693	0.311302445780167	0.435348205623106	0	chr12	HGNC:3403	STX2	syntaxin 2	Approved	STX2B, STX2C, STX2A, EPIM	EPM	12q24.33	D14582	2054	NM_194356	FALSE	chr12
STX3	0.401822926606234	4.92601632488063	3.11786529691759e-05	0.000130933921850147	1	chr11	HGNC:11438	STX3	syntaxin 3	Approved	STX3A		11q12.1	AJ002076	6809	NM_004177	FALSE	chr11
STX4	0.167854512847072	4.58748915950618	0.137811327287702	0.226367569658363	0	chr16	HGNC:11439	STX4	syntaxin 4	Approved	STX4A	p35-2	16p11.2	AF026007	6810	NM_004604	FALSE	chr16
STX5	-0.268080579191501	4.71196201295318	0.00875688336730882	0.0218545223004941	-1	chr11	HGNC:11440	STX5	syntaxin 5	Approved	STX5A	SED5	11q12.3	U26648	6811	NM_003164	FALSE	chr11
STX6	-0.118683601703087	5.81969224243052	0.11600690210448	0.1971678654309	0	chr1	HGNC:11441	STX6	syntaxin 6	Approved			1q25.3	AJ002078	10228	NM_005819	FALSE	chr1
STX7	-0.058531288940173	4.73722968557746	0.506084914406784	0.631764318786864	0	chr6	HGNC:11442	STX7	syntaxin 7	Approved			6q23.2	U77942	8417		FALSE	chr6
STX8	-0.0320753288817669	4.40724600980075	0.866146115289058	0.924014728560733	0	chr17	HGNC:11443	STX8	syntaxin 8	Approved		CARB	17p13.1	AF115323	9482	NM_004853	FALSE	chr17
STXBP1	-1.0244748330526	5.13473072890895	1.21367438469066e-28	3.06009047428526e-27	-1	chr9	HGNC:11444	STXBP1	syntaxin binding protein 1	Approved		hUNC18, MUNC18-1, UNC18, rbSec1	9q34.11	AF004563	6812	NM_003165	FALSE	chr9
STXBP2	-0.191968757309828	5.00484811054386	0.0402153534676254	0.0810405116948294	0	chr19	HGNC:11445	STXBP2	syntaxin binding protein 2	Approved		UNC18B, Hunc18b	19p13.2	U63533	6813	NM_006949	FALSE	chr19
STXBP3	-0.0720026375975535	5.60150935829975	0.337912159296851	0.465094112370401	0	chr1	HGNC:11446	STXBP3	syntaxin binding protein 3	Approved		UNC-18C	1p13.3	D63506	6814	NM_007269	FALSE	chr1
STXBP4	-0.00742228741436614	5.65320998498767	0.992853974021912	1	0	chr17	HGNC:19694	STXBP4	syntaxin binding protein 4	Approved		Synip, MGC50337	17q22	BC041485	252983	NM_178509	FALSE	chr17
STXBP5	0.116565308025725	6.89359812533572	0.0250108091809317	0.0542851145849485	0	chr6	HGNC:19665	STXBP5	syntaxin binding protein 5	Approved		tomosyn, LLGL3	6q24.3	AK055484	NA		FALSE	chr6
STYX	-0.339546405747971	6.26278828549555	5.33530443950686e-08	3.31391499704131e-07	-1	chr14	HGNC:11447	STYX	serine/threonine/tyrosine interacting protein	Approved			14q22.1		6815	NM_145251	FALSE	chr14
STYXL1	-0.303013273387579	4.20417163431576	0.0140985476477227	0.0331311974377686	-1	chr7	HGNC:18165	STYXL1	serine/threonine/tyrosine interacting like 1	Approved	DUSP24	MK-STYX	7q11.23	AF069762	51657	NM_016086	FALSE	chr7
SUB1	0.0868364785460147	8.20653865972858	0.0373270797673319	0.0761956680250164	0	chr5	HGNC:19985	SUB1	SUB1 homolog, transcriptional regulator	Approved		PC4, p15, p14	5p13.3	X79805	10923	NM_006713	FALSE	chr5
SUCLA2	-0.0447682510158708	6.06517627262421	0.581702199978039	0.701385187347115	0	chr13	HGNC:11448	SUCLA2	succinate-CoA ligase ADP-forming beta subunit	Approved			13q14.2	AF058953	8803		FALSE	chr13
SUCLG1	0.0820647256509066	6.99028970050678	0.119144902645793	0.201437936384181	0	chr2	HGNC:11449	SUCLG1	succinate-CoA ligase alpha subunit	Approved			2p11.2	Z68204	8802	NM_003849	FALSE	chr2
SUCLG2	0.444762203019047	7.25256290435689	1.86312735197883e-20	3.2393184621966e-19	1	chr3	HGNC:11450	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	Approved			3p14.1	AF058954	8801	NM_003848	FALSE	chr3
SUCLG2-AS1	-0.20583926663427	1.26200242406602	0.729127502851032	0.824213938407425	0	chr3	HGNC:49643	SUCLG2-AS1	SUCLG2 antisense RNA 1 (head to head)	Approved			3p14.1		101927111		FALSE	chr3
SUCNR1	-1.97055084015209	0.682241032406934	2.82883979429314e-06	1.40102244159906e-05	-1	chr3	HGNC:4542	SUCNR1	succinate receptor 1	Approved	GPR91		3q25.1	AF348078	56670	NM_033050	FALSE	chr3
SUCO	-0.109452852923213	6.15627211513528	0.109667712881534	0.188107109564749	0	chr1	HGNC:1240	SUCO	SUN domain containing ossification factor	Approved	C1orf9	CH1, SLP1, OPT	1q24.3	AF097535	51430	NM_016227	FALSE	chr1
SUDS3	-0.174170761566082	6.83724102196075	0.00115315070503322	0.00358302403673012	-1	chr12	HGNC:29545	SUDS3	SDS3 homolog, SIN3A corepressor complex component	Approved		SDS3, FLJ00052, SAP45	12q24.23	AK023801	64426	NM_022491	FALSE	chr12
SUFU	0.217613941213431	4.64701411462657	0.0423772003155571	0.0847809819077744	0	chr10	HGNC:16466	SUFU	SUFU negative regulator of hedgehog signaling	Approved		SUFUH, SUFUXL, PRO1280	10q24.32	AF175770	51684	NM_016169	FALSE	chr10
SUGCT	-0.148183464105965	1.28302131109455	0.830073778582821	0.900057901339422	0	chr7	HGNC:16001	SUGCT	succinyl-CoA:glutarate-CoA transferase	Approved	C7orf10	FLJ11808, ORF19, DERP13	7p14.1	AK021870	79783	NM_024728	FALSE	chr7
SUGP1	0.219511526703643	4.25599219423965	0.0926205559097181	0.163686528923145	0	chr19	HGNC:18643	SUGP1	SURP and G-patch domain containing 1	Approved	SF4	F23858, DKFZp434E2216, RBP	19p13	AF521128	57794	NM_021164	FALSE	chr19
SUGP2	0.102081189556487	6.49429128371764	0.0948648130251488	0.166797861710977	0	chr19	HGNC:18641	SUGP2	SURP and G-patch domain containing 2	Approved	SFRS14	KIAA0365	19p13	AB002363	10147	NM_001017392	FALSE	chr19
SUGT1	-0.1142361642081	6.2622424222454	0.0705749085855569	0.130775125499341	0	chr13	HGNC:16987	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	Approved		SGT1	13q14.3	AF068289	10910	NM_001130912	FALSE	chr13
SUGT1P1	0.161259606695401	1.39346907824371	0.681169498292821	0.78404551237999	0	chr9	HGNC:19384	SUGT1P1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 1	Approved	SUGT1P	bA255A11.1, SGT1P, MGC15151	9p13.3	AL139008	441394		FALSE	chr9
SULF2	1.28554274523136	4.02665146023879	1.69221628187299e-20	2.95339197320597e-19	1	chr20	HGNC:20392	SULF2	sulfatase 2	Approved		KIAA1247, HSULF-2, SULF-2	20q13.12	AY101176	55959	NM_018837	FALSE	chr20
SULT1A1	-0.608050754606161	4.68141668977911	3.40691262235268e-09	2.43367252161117e-08	-1	chr16	HGNC:11453	SULT1A1	sulfotransferase family 1A member 1	Approved	STP, STP1	P-PST	16p11.2	U52852	6817	NM_001055	FALSE	chr16
SULT1C2	-0.101701851398464	0.459919987050527	0.999999999999999	1	0	chr2	HGNC:11457	SULT1C4	sulfotransferase family 1C member 4	Approved	SULT1C2	SULT1C	2q12.3	AF055584	27233	NM_006588	TRUE	chr2
SULT1C2	-0.101701851398464	0.459919987050527	0.999999999999999	1	0	chr2	HGNC:11456	SULT1C2	sulfotransferase family 1C member 2	Approved	SULT1C1	ST1C1	2q12.3	U66036, AF186255	6819	NM_176825	TRUE	chr2
SULT2B1	0.217935888825456	1.5923994173073	0.471122517008762	0.599357714518119	0	chr19	HGNC:11459	SULT2B1	sulfotransferase family 2B member 1	Approved		HSST2	19q13.3	U92314	6820	NM_004605	FALSE	chr19
SUMF1	-1.25302857653933	2.93523247121898	2.233942104431e-09	1.62489357858214e-08	-1	chr3	HGNC:20376	SUMF1	sulfatase modifying factor 1	Approved		FGE, UNQ3037	3p26.1	BC017005	285362	NM_182760	FALSE	chr3
SUMF2	0.0672959814023447	6.28012093676776	0.295170940716939	0.417586034782292	0	chr7	HGNC:20415	SUMF2	sulfatase modifying factor 2	Approved		DKFZp566I1024	7p11.2	AK075477	25870	NM_015411	FALSE	chr7
SUMO1	-0.0754742573692308	7.03695813625202	0.124001275171557	0.208076847118075	0	chr2	HGNC:12502	SUMO1	small ubiquitin-like modifier 1	Approved	UBL1	PIC1, GMP1, SMT3C, SUMO-1, SMT3H3, OFC10	2q33.1	U38784	7341	NM_003352	FALSE	chr2
SUMO1P3	0.186387559877454	0.402889562986583	1	1	0	chr1	HGNC:33150	SUMO1P3	SUMO1 pseudogene 3	Approved			1q23.2		474338	NR_002190	FALSE	chr1
SUMO2	-0.0138754599322924	7.77005961133957	0.786253134366696	0.869013037187066	0	chr17	HGNC:11125	SUMO2	small ubiquitin-like modifier 2	Approved	SMT3H2	SMT3B	17q25		6613	NM_006937	FALSE	chr17
SUMO3	0.143773409626007	5.795675326196	0.0431645033454284	0.0862059802539033	0	chr21	HGNC:11124	SUMO3	small ubiquitin-like modifier 3	Approved	SMT3H1	SMT3A	21q22.3		6612		FALSE	chr21
SUN1	-0.0847233715150679	6.31479658557077	0.179789531637515	0.280959682095959	0	chr7	HGNC:18587	SUN1	Sad1 and UNC84 domain containing 1	Approved	UNC84A	KIAA0810, FLJ12407	7p22.3	AF202724	23353	NM_025154	FALSE	chr7
SUN2	0.288577453584721	5.07854707919781	0.00217220775998928	0.00635037273188435	1	chr22	HGNC:14210	SUN2	Sad1 and UNC84 domain containing 2	Approved	UNC84B		22q13.1	AF202723	25777	XM_039332	FALSE	chr22
SUN3	-1.53959534905482	0.196868256169954	0.00218573576049496	0.00638406978763615	-1	chr7	HGNC:22429	SUN3	Sad1 and UNC84 domain containing 3	Approved	SUNC1	MGC33329	7p12.3	AF429967	256979	NM_152782	FALSE	chr7
SUOX	0.124765430072465	4.80507739384779	0.204687583255648	0.311735011003408	0	chr12	HGNC:11460	SUOX	sulfite oxidase	Approved			12q13.2	BC065193	6821	NM_000456	FALSE	chr12
SUPT16H	0.190860169054959	9.08398907351622	3.14395962501447e-07	1.77716601222572e-06	1	chr14	HGNC:11465	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit	Approved		FACT, FACTP140, SPT16/CDC68, FLJ14010, FLJ10857, CDC68	14q11.2	AF152961	11198	NM_007192	FALSE	chr14
SUPT20H	0.103793395812899	3.87283201194173	0.449788435947012	0.578701176463491	0	chr13	HGNC:20596	SUPT20H	SPT20 homolog, SAGA complex component	Approved	C13orf19, FAM48A	SPT20, bA421P11.4, P38IP	13q13.3	AF093250	55578	NM_017569	FALSE	chr13
SUPT3H	0.359301876402981	3.34219515250897	0.0316819475889103	0.0663054933299405	0	chr6	HGNC:11466	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	Approved		SPT3, SPT3L	6p21.1	AF069734	8464	NM_181356	FALSE	chr6
